"","mean","total","tech","bio","p.value","FDR"
"DEPRECATED_ENSMUSG00000042474",1.96654283882325,1.4592327962644,0.760461559249682,0.698771237014722,0.00673787865302677,0.645131470210005
"Atpif1",2.24446285304812,1.43479535080821,0.737839383400077,0.696955967408131,0.00554126710674034,0.645131470210005
"Cd24a",3.6896861123385,1.26399747044748,0.576017118288413,0.687980352159062,0.000659581861481983,0.226324522736518
"Spib",1.62128705752495,1.44631085681143,0.761917182210661,0.684393674600764,0.00785728870117816,0.645131470210005
"Acap1",2.24521622916315,1.41103379574142,0.737757977844842,0.673275817896581,0.0070628072213979,0.645131470210005
"Fcna",2.39190259499967,1.38905328099612,0.719860156966018,0.669193124030098,0.00621287782814871,0.645131470210005
"Atp2a3",2.35384672268458,1.38912080375741,0.724939048872992,0.664181754884415,0.00687528917645646,0.645131470210005
"Syk",2.72614291768765,1.33467786302422,0.672094216173297,0.66258364685092,0.00401228084330406,0.645131470210005
"Mybl1",0.643810649870174,1.15745133982025,0.500192083057225,0.657259256763021,0.000205050281136112,0.0844315037606053
"Clu",1.57730565639005,1.41639847484629,0.759400663654738,0.656997811191548,0.009996697416921,0.645131470210005
"Add2",1.45048619409299,1.40319865760967,0.747848758335405,0.655349899274268,0.0092244570419333,0.645131470210005
"Tmsb10",3.6078843035167,1.24029970656202,0.585198776591563,0.655100929970456,0.00130495266845281,0.400990530419498
"H2-Eb1",3.29597017018857,1.26181332107809,0.629073455046794,0.632739866031295,0.00341769113466764,0.645131470210005
"Cpox",1.44971322369879,1.3784922106465,0.747760011351814,0.630732199294682,0.0116575132738774,0.645131470210005
"Gpx1",5.00733874128528,1.41600144462606,0.794544058654639,0.621457385971422,0.017720413244508,0.645131470210005
"Ppp1r15a",1.65021718260641,1.37133994915226,0.763241683795444,0.608098265356815,0.0160774876459011,0.645131470210005
"Creg1",2.78318861945984,1.2636473346508,0.664973524568022,0.598673810082776,0.00773941820618579,0.645131470210005
"Tnfaip2",2.32057532073268,1.32567015394792,0.729216166044008,0.59645398790391,0.0139209183409669,0.645131470210005
"Pxdc1",1.58835021817672,1.35485326269508,0.760059970433645,0.594793292261434,0.0176728929040533,0.645131470210005
"Limd2",2.50143740664644,1.29653323452458,0.704471482032642,0.592061752491935,0.0119106264371969,0.645131470210005
"Gclm",1.7700911814953,1.35502690504497,0.765943660018784,0.589083245026184,0.0193123661011888,0.645131470210005
"March8",1.48651759597492,1.33394334844474,0.751729194372683,0.582214154072053,0.0186394049132516,0.645131470210005
"Rhd",1.25586287161993,1.29567755764167,0.717991920461217,0.577685637180451,0.0152475530655833,0.645131470210005
"March2",1.77073905114414,1.33937664008762,0.765945022101173,0.573431617986448,0.0220463190956402,0.645131470210005
"H2-Ab1",2.79680581560449,1.2363250173418,0.663628717915197,0.5726962994266,0.0101536782993573,0.645131470210005
"H2-DMb1",1.85541063165674,1.32896777059544,0.764867523348091,0.564100247247347,0.0236704058328404,0.645131470210005
"Ncf1",2.19012719443892,1.30642880411279,0.743346002702712,0.563082801410081,0.0208261804124604,0.645131470210005
"Dok3",2.08057111658695,1.31541452433527,0.752947668342642,0.562466855992626,0.0222791036506465,0.645131470210005
"Arhgdib",2.21372478982338,1.29213134956157,0.741043884576511,0.551087464985056,0.0227622046138397,0.645131470210005
"Hist1h1d",4.74215577146849,1.24091662793782,0.689888566463115,0.551028061474701,0.0158636887991347,0.645131470210005
"Pik3c2b",1.47042928632308,1.30079386336737,0.75007008672035,0.550723776647019,0.0241677045921597,0.645131470210005
"Isg20",1.42450097931557,1.29481593840577,0.744837551907353,0.549978386498422,0.0235396053168852,0.645131470210005
"Bin1",1.6530336770695,1.31078699264663,0.763358909838162,0.547428082808465,0.0269010363416499,0.645131470210005
"Cnn2",2.08610044879493,1.2976999371834,0.752502108647411,0.545197828535988,0.0256907700404101,0.645131470210005
"Gimap4",2.0324122113768,1.30091315574038,0.756376685992311,0.544536469748068,0.0264370369150129,0.645131470210005
"Epb41",3.39661714023596,1.15923267741434,0.618304297955988,0.540928379458347,0.00932211854266704,0.645131470210005
"Eaf2",0.876329518789908,1.14524430373187,0.604821458283466,0.540422845448407,0.00813581333919141,0.645131470210005
"Btg1",2.38749781071881,1.25990710963852,0.720473313989626,0.53943379564889,0.0220374934792059,0.645131470210005
"St3gal5",1.58384752291095,1.29314078533778,0.759798735896395,0.533342049441386,0.0295392121230577,0.645131470210005
"Hmox1",1.90142569923564,1.29481399148093,0.763476804330988,0.531337187149943,0.0306410745179643,0.645131470210005
"Blnk",1.62471613241035,1.29113122795488,0.762102268966145,0.529028958988733,0.0309727957007876,0.645131470210005
"A630001G21Rik",1.89879155371175,1.29239518554581,0.763571453131471,0.528823732414335,0.0312754381710798,0.645131470210005
"Swap70",1.67908100523761,1.29281586234104,0.764393357029521,0.528422505311523,0.0315166468542895,0.645131470210005
"Specc1",1.24170904810927,1.23915956630493,0.715130010741258,0.524029555563676,0.024390759803447,0.645131470210005
"Rac2",2.39446591479584,1.23825575266308,0.719502883964167,0.518752868698914,0.0262629011574458,0.645131470210005
"Prkcb",1.96782849120078,1.27320080908458,0.760394678146758,0.51280613093782,0.034876911252564,0.645131470210005
"Ppox",2.21139348551641,1.252966053303,0.741280718846715,0.51168533445628,0.031712424267116,0.645131470210005
"St6gal1",1.72128288925021,1.27259335707381,0.765599367193303,0.506993989880504,0.0374755997847579,0.645131470210005
"Gata1",1.194089810515,1.21071670830881,0.704902320008058,0.505814388300752,0.0268282666796225,0.645131470210005
"Ikzf3",1.95723676505665,1.26557926721368,0.760969916143372,0.504609351070313,0.0372793502924723,0.645131470210005
"Lat2",1.76791929075579,1.26810131281376,0.765938568380635,0.502162744433126,0.038949189899164,0.645131470210005
"Slc6a9",1.10057205668854,1.17965038503082,0.682121753787802,0.497528631243013,0.0249175454055277,0.645131470210005
"Trak2",1.69368030375104,1.25644909342215,0.764937114608052,0.491511978814097,0.0420049991151158,0.645131470210005
"Siglecg",1.48684008580739,1.24155640388733,0.751761810423532,0.489794593463799,0.0398853540235253,0.645131470210005
"Plcg2",1.84962641130723,1.25332024758156,0.76502670780232,0.488293539779235,0.0430477827440689,0.645131470210005
"Mfge8",1.06095390470923,1.15408029343792,0.670559749068177,0.483520544369747,0.0262494499494034,0.645131470210005
"Aicda",0.469706202113562,0.882580210849747,0.401616796234419,0.480963414615328,0.00064013870046638,0.223375857037319
"Klhl6",1.45451658051462,1.2273909812161,0.748309080492006,0.479081900724094,0.0425705208152544,0.645131470210005
"Sppl2b",1.87207787734603,1.24101997561497,0.764380541716965,0.476639433898005,0.0467893166149114,0.645131470210005
"Ciita",1.78711760872022,1.24049282991156,0.765939553391896,0.474553276519668,0.047848942615847,0.645131470210005
"DEPRECATED_ENSMUSG00000029204",1.54380259373997,1.23067885588154,0.756812475834322,0.473866380047218,0.0461169273307761,0.645131470210005
"Hist1h3b",3.03048520376495,1.1192558834749,0.645704161797833,0.473551721677063,0.0242965708563318,0.645131470210005
"Psmb8",2.07949326481097,1.22290193458781,0.75302764793679,0.469874286651022,0.0466797180074729,0.645131470210005
"C1qtnf12",1.35401171519503,1.20389363721674,0.735118100404924,0.468775536811813,0.0431912432739785,0.645131470210005
"Rrm2",2.70211591191924,1.14172008232669,0.675210050553369,0.466510031773317,0.0315902113760424,0.645131470210005
"Dusp2",1.69300708521358,1.23088086712324,0.764917372630311,0.46596349449293,0.0506997086392409,0.645131470210005
"Plac8",1.82039088987237,1.23112187217233,0.765532866048997,0.465589006123329,0.0509748306714248,0.645131470210005
"Hist1h3d",3.80151343389084,1.03329522450098,0.56906588576247,0.464229338738514,0.0141289205741333,0.645131470210005
"Ptprcap",2.42050192883764,1.17816882240257,0.715949793549223,0.462219028853347,0.041274717139244,0.645131470210005
"Car1",1.0236786425325,1.12065905277124,0.658492583042321,0.462166469728919,0.0295566489431184,0.645131470210005
"Ccna2",2.03581092750387,1.21413446168594,0.756133022739979,0.458001438945964,0.0516754110319298,0.645131470210005
"Tpm4",2.20088462883236,1.1997833822189,0.742311068321445,0.457472313897457,0.0487361305791439,0.645131470210005
"Tent5c",1.61594650539408,1.21888450664108,0.761624088590007,0.457260418051074,0.0532136450799049,0.645131470210005
"Snn",1.48683665417407,1.20379218273941,0.751761463485869,0.452030719253539,0.0529460870438418,0.645131470210005
"Dock2",2.24365674008311,1.18788227799182,0.737926438895798,0.449955839096019,0.0505348523261271,0.645131470210005
"Slc16a10",1.29293744987206,1.17163443965574,0.725013227945648,0.446621211710094,0.0488076714096016,0.645131470210005
"Grina",1.89555861421125,1.21017293071984,0.763686262622892,0.446486668096945,0.0579560456593844,0.645131470210005
"Hmgb3",2.03631175043072,1.19457232428708,0.756098943807773,0.438473380479303,0.0594458084990321,0.645131470210005
"Actg1",3.85713162893131,1.00590706674376,0.568025551640015,0.437881515103749,0.0190874099890039,0.645131470210005
"Hist1h3c",3.84309452258196,1.00608896276771,0.568661726579591,0.437427236188118,0.0192962603727392,0.645131470210005
"Urod",1.46748847431889,1.18667120432528,0.749759985705088,0.436911218620193,0.0585544848272213,0.645131470210005
"DEPRECATED_ENSMUSG00000049932",3.21738363078013,1.07137095246832,0.635410915842083,0.435960036626233,0.0325186203728432,0.645131470210005
"Mif4gd",2.48226488299413,1.14085319281882,0.70735241323285,0.433500779585971,0.0496756817257605,0.645131470210005
"Edem1",2.24228604527405,1.17001200637778,0.738074350606931,0.431937655770853,0.0577767965053445,0.645131470210005
"Slc25a39",1.44334834134247,1.17867835731277,0.747027768754275,0.431650588558491,0.0601137954040752,0.645131470210005
"Tspo2",1.05937775099237,1.09569653143329,0.670062259978702,0.425634271454584,0.0438041582224126,0.645131470210005
"Lcp1",2.17296226233192,1.16915252381152,0.744954353260327,0.424198170551192,0.0628547362874332,0.645131470210005
"Gimap6",2.02285341573249,1.18018017238537,0.757057730164957,0.423122442220413,0.0664271412224121,0.645131470210005
"Foxo1",1.66987684863665,1.18683392061538,0.764027218894696,0.42280670172068,0.0683596603846999,0.645131470210005
"Dgka",1.48574078036685,1.17301082593552,0.751650525885276,0.421360300050246,0.0658478637634572,0.645131470210005
"Hist4h4",3.33854977520514,1.04350975891468,0.625487500421223,0.418022258493452,0.0361554818392183,0.645131470210005
"Ptprc",3.39557426841601,1.03160304382968,0.618444534651601,0.413158509178075,0.0362096303465048,0.645131470210005
"Slc43a3",1.65713853336139,1.17550790668416,0.763526936006221,0.411980970677941,0.0733944773409856,0.645131470210005
"Fn3k",1.03610954662596,1.07426521700661,0.662591219336824,0.411673997669788,0.0473851030730396,0.645131470210005
"Gimap3",1.71232533026251,1.1763036134299,0.765450081331982,0.410853532097915,0.0744593888290145,0.645131470210005
"H2-Q6",2.89341479930068,1.06404786576863,0.654255878684864,0.409791987083766,0.046061394481304,0.645131470210005
"Ccl5",1.86150683700499,1.17435026940062,0.764694250050557,0.409656019350066,0.0748521659624872,0.645131470210005
"Bcl2l1",1.67072843353736,1.1722629945034,0.764059997060501,0.408202997442901,0.0754075150240983,0.645131470210005
"DEPRECATED_ENSMUSG00000105547",1.47044964048248,1.15727567327892,0.750072225608923,0.407203447669998,0.0721633548577329,0.645131470210005
"Btla",1.56551329081667,1.16492763759077,0.758539637236856,0.406388000353912,0.0748375948841107,0.645131470210005
"Txndc5",2.29951914535004,1.13802643442477,0.731770938035995,0.40625549638877,0.06773248464874,0.645131470210005
"Hist1h2bj",2.8932820608159,1.05633679485472,0.654264390685849,0.402072404168871,0.0492107686503091,0.645131470210005
"Rhoh",1.30785295508404,1.1289423938132,0.727550228452739,0.401392165360458,0.0689602874444705,0.645131470210005
"Hist1h3i",4.08431701510385,0.978051680222499,0.576834943621914,0.401216736600585,0.0307147945510023,0.645131470210005
"Ptpn6",2.07972756090348,1.15386199497028,0.753010273088836,0.400851721881446,0.0761452094046675,0.645131470210005
"Rsad2",1.02701332696243,1.0596828858706,0.659597425368591,0.400085460502011,0.0514353738014004,0.645131470210005
"Basp1",0.872261951274495,0.998955636718832,0.603211892105275,0.395743744613556,0.0388487496970047,0.645131470210005
"Pold4",1.45174596422923,1.14227798093397,0.747993075973134,0.394284904960835,0.0781710916656174,0.645131470210005
"Gimap1",1.79873982316399,1.16008345243982,0.765884498181678,0.394198954258144,0.083169010168959,0.645131470210005
"Rnf10",2.09218606315167,1.14453889718698,0.752008023505576,0.392530873681401,0.0802128201245937,0.645131470210005
"Arhgap45",2.81823331597071,1.05392828949758,0.661537358338793,0.392390931158787,0.0553525277844352,0.645131470210005
"Prxl2a",1.3345780275558,1.12300820413023,0.732058112075771,0.390950092054463,0.0754888616575024,0.645131470210005
"Dhrs11",1.24926137555822,1.1074314754174,0.716654881898588,0.390776593518808,0.0712830634161241,0.645131470210005
"Hist1h2an",1.94452341912379,1.15099954086085,0.761662158052784,0.389337382808068,0.0846315585986701,0.645131470210005
"Btnl10",1.04474025665003,1.05442649759596,0.665401194257082,0.389025303338876,0.0579557280054027,0.645131470210005
"Serp1",2.34537040514191,1.11364614232718,0.726045259622277,0.387600882704904,0.0755616469660532,0.645131470210005
"Cotl1",1.65018747964049,1.1472767768008,0.763240439095128,0.384036337705671,0.088018861064223,0.645131470210005
"Adipor1",1.60056183153816,1.14307638177951,0.760746521135599,0.382329860643915,0.0882741168541532,0.645131470210005
"DEPRECATED_ENSMUSG00000037337",1.52521103053589,1.13671422141673,0.755271405891452,0.38144281552528,0.0872162302384081,0.645131470210005
"Rasal3",1.67075259493948,1.14301812684699,0.764060980825835,0.378957146021154,0.0911466815840263,0.645131470210005
"Grk6",2.5734712864792,1.07278697951978,0.693884387520915,0.37890259199887,0.0709973749350608,0.645131470210005
"Cxcr5",1.04701854096906,1.04403712038378,0.666131563446766,0.377905556937011,0.0635602583197768,0.645131470210005
"Apol11a",0.945332739620054,1.0077098329555,0.631070778738691,0.376639054216804,0.0542562206178981,0.645131470210005
"Mef2b",0.479926429404668,0.782072289019035,0.407976422387648,0.374095866631388,0.00683594120490089,0.645131470210005
"Rhag",0.963044257193837,1.01035615386987,0.637493026259498,0.372863127610374,0.057880326969882,0.645131470210005
"Blvrb",3.67919849739123,0.949263509151387,0.576962696597309,0.372300812554078,0.0413521436765747,0.645131470210005
"Slc40a1",1.68407550497566,1.13681570864048,0.764586283001586,0.372229425638897,0.0952419597992312,0.645131470210005
"Satb1",1.47736191843208,1.12282184849611,0.750792729442952,0.372029119053153,0.0913507408583721,0.645131470210005
"Sh3bgrl3",2.11781642500765,1.12159591129658,0.749905295101186,0.371690616195395,0.0912911494706565,0.645131470210005
"Ralgps2",1.25818230410061,1.08844672006696,0.718458558292611,0.369988161774351,0.0830549163156525,0.645131470210005
"Brpf3",1.5522560605424,1.12704487406753,0.75751486773827,0.369530006329263,0.0947959709879363,0.645131470210005
"Cd74",5.72650013640514,1.22120425381735,0.851706768603286,0.369497485214066,0.121683660160476,0.645131470210005
"Scd1",1.1214700708799,1.05623852279899,0.687522747865628,0.368715774933364,0.0746304733780781,0.645131470210005
"Bcar3",1.21307683752429,1.07759335307461,0.709141151652944,0.368452201421664,0.0811792650295816,0.645131470210005
"Fhdc1",1.08072990371768,1.0445060220371,0.676601288166626,0.367904733870469,0.0718429200830793,0.645131470210005
"Il21r",1.39882015950162,1.10786705285356,0.741597623303503,0.366269429550059,0.0920692995643543,0.645131470210005
"Irf8",2.68024328703207,1.04199669409853,0.678206199663696,0.363790494434832,0.0745906986043037,0.645131470210005
"Cdca3",2.17435118410674,1.10787705223069,0.744825885187092,0.3630511670436,0.0949721131020148,0.645131470210005
"Map4k1",1.3630193925412,1.09882676238642,0.736466494174725,0.3623602682117,0.0929011873443732,0.645131470210005
"Fcrl1",1.10584879259082,1.0452399043482,0.683505022918661,0.36173488142954,0.0773449872843677,0.645131470210005
"Paqr9",1.12431157152738,1.04903842519237,0.688242888697361,0.36079553649501,0.0793153087658169,0.645131470210005
"Pdzk1ip1",0.944234057473175,0.99045037902443,0.630668147147336,0.359782231877095,0.0625068762464118,0.645131470210005
"Pklr",1.06581827158871,1.02768048409413,0.672089751780961,0.355590732313168,0.077404600730805,0.645131470210005
"Slc25a51",1.78415984838855,1.11692314624566,0.765949964905106,0.350973181340553,0.108938690604505,0.645131470210005
"Derl3",0.787624793038386,0.914319024269537,0.568046496963011,0.346272527306526,0.0505830374428614,0.645131470210005
"Cpeb4",2.09485729919505,1.09773179298426,0.751789933439004,0.345941859545257,0.107968600418029,0.645131470210005
"Shisa5",1.68879995268176,1.10902088793038,0.764764396145098,0.344256491785282,0.113046470216143,0.645131470210005
"Macf1",2.50403901315257,1.04724868666855,0.704080882560583,0.343167804107966,0.0949869506989258,0.645131470210005
"Tmem14c",2.43489744582963,1.0570686522257,0.71401668114054,0.343051971085162,0.0981817193229737,0.645131470210005
"Ncf4",1.5451680693757,1.0992169348839,0.756927015955443,0.342289918928461,0.111986396918845,0.645131470210005
"Ache",0.992640638687592,0.99000255863775,0.647938139994716,0.342064418643034,0.0778557940391,0.645131470210005
"Msn",2.29704026246288,1.07316100121347,0.732048850009772,0.341112151203702,0.105097130957097,0.645131470210005
"Lat",1.63825766073445,1.10217503273821,0.762723920178962,0.339451112559251,0.115695948169011,0.645131470210005
"Gadd45a",1.42142232689509,1.08366364562221,0.74446664518766,0.339197000434545,0.110247485737117,0.645131470210005
"Evl",2.23620419574333,1.0776215315301,0.738728882427891,0.338892649102209,0.108671997720076,0.645131470210005
"Dennd3",1.00467367406533,0.99056480209384,0.65207939515864,0.3384854069352,0.0813771413535443,0.645131470210005
"Prkd2",2.36463624629869,1.0613265530519,0.723522141688632,0.337804411363269,0.104647806152186,0.645131470210005
"Gimap8",1.45916561278579,1.0856489256566,0.74883503920123,0.336813886455374,0.113233907510649,0.645131470210005
"Lrmp",1.79422667774385,1.10228263084665,0.765908543220653,0.336374087625994,0.118801056560767,0.645131470210005
"Mndal",1.99018937014079,1.0942775653952,0.759179843905123,0.335097721490075,0.117624089752557,0.645131470210005
"Marcksl1",1.17234661885945,1.03250994400368,0.699923794189421,0.332586149814259,0.100662383898849,0.645131470210005
"Parp3",1.53560148150574,1.084882479239,0.756115695809132,0.32876678342987,0.121153009275115,0.645131470210005
"Ube2o",1.11510311700185,1.01231556123583,0.68589883839106,0.326416722844773,0.100320663830055,0.645131470210005
"Rad23a",1.67454200413905,1.08897780713027,0.764213871834872,0.324763935295399,0.126567654561126,0.645131470210005
"Laptm5",1.9639707962655,1.08397741176901,0.760594720993393,0.323382690775617,0.126452600418237,0.645131470210005
"Hmces",0.796507301763976,0.894276427693877,0.571892099563035,0.322384328130842,0.0647749176093396,0.645131470210005
"Epb42",0.92068613442476,0.941151852000388,0.621921069477869,0.319230782522519,0.0837467328117165,0.645131470210005
"Csk",2.62612037118991,1.00431857091785,0.686051398432267,0.318267172485587,0.106107383220801,0.645131470210005
"Hist1h1e",3.11925876474958,0.959158285592392,0.640985136270722,0.31817314932167,0.090968787034404,0.645131470210005
"Tmod1",0.913755884789746,0.936625273452662,0.619303893723696,0.317321379728966,0.0841255733795384,0.645131470210005
"S1pr1",1.02836771967326,0.976963189891331,0.660045036493478,0.316918153397853,0.0983249630096946,0.645131470210005
"Traf1",1.37580986454744,1.05316967883976,0.73832188809415,0.314847790745613,0.125747391172296,0.645131470210005
"DEPRECATED_ENSMUSG00000048756",2.01491869526456,1.07243230595918,0.757614994213819,0.314817311745361,0.131908247129714,0.645131470210005
"Lmna",1.186169241072,1.01791411748953,0.703107973925706,0.314806143563821,0.114295039759924,0.645131470210005
"Arpc1b",2.6974793888988,0.988408332412114,0.675842035833873,0.312566296578241,0.106812296468671,0.645131470210005
"Hist1h2bp",4.55817549266351,0.937456450183646,0.628844600538513,0.308611849645133,0.0934681643463302,0.645131470210005
"B4galnt1",1.96696153928527,1.06903806197305,0.760439801311379,0.308598260661675,0.137576349963086,0.645131470210005
"Ptdss2",1.1501385716468,1.00232158155723,0.694652717342583,0.30766886421465,0.116822006305841,0.645131470210005
"Lsp1",2.20890995928213,1.04798918815357,0.741532520960538,0.306456667193027,0.133212792608239,0.645131470210005
"Slc43a1",1.04809096150114,0.972274032057503,0.666474731915335,0.305799300142167,0.108631902682808,0.645131470210005
"Gda",1.25412455944491,1.02264956498124,0.717641131119635,0.3050084338616,0.126539435047397,0.645131470210005
"Nt5c3",1.22908010667035,1.01740791807787,0.7125722892341,0.304835628843774,0.124993524127793,0.645131470210005
"Trbc2",1.53231708688891,1.05978211858436,0.755846776158547,0.303935342425814,0.139778478293031,0.645131470210005
"Gypc",1.38535481386051,1.04283704520356,0.739693991940393,0.303143053263172,0.135220478275459,0.645131470210005
"Arrb1",1.57177108370986,1.057049170242,0.759000332914689,0.298048837327315,0.145491666549416,0.645131470210005
"C3",1.03828871088976,0.961337815162164,0.663304127430827,0.298033687731337,0.113475184694395,0.645131470210005
"Slfn14",0.816242189351461,0.876803132480053,0.580302519212237,0.296500613267816,0.0847261201469443,0.645131470210005
"Tnfrsf14",1.79974107776789,1.06204503991065,0.765878707541861,0.296166332368792,0.149199324415503,0.645131470210005
"Itpr3",1.28294291405059,1.0187794488228,0.723206050227864,0.295573398594938,0.13587826813599,0.645131470210005
"Capg",1.16171859694862,0.990213961316083,0.697428518984783,0.2927854423313,0.129470477976267,0.645131470210005
"Itgad",0.999907158441635,0.941739454324928,0.650449360299629,0.291290094025299,0.114246261471183,0.645131470210005
"Fbxo30",1.11125272927721,0.974156960517193,0.684909844479042,0.28924711603815,0.128053744696744,0.645131470210005
"Lpgat1",1.64866423703099,1.05209785348987,0.763176371546336,0.288921481943536,0.154332303537425,0.645131470210005
"Pld4",1.40601098175923,1.02999031606862,0.742536085485275,0.287454230583346,0.148934851379092,0.645131470210005
"Rnf11",1.45542139912386,1.03553086306834,0.748411865970261,0.287118997098077,0.151121547004069,0.645131470210005
"Unc93b1",2.42013074122553,1.00238275223245,0.715999312534694,0.286383439697756,0.141058996874499,0.645131470210005
"Lyn",2.38528710072424,1.00629465931948,0.720780677205659,0.285513982113818,0.143393864527541,0.645131470210005
"Traf3ip3",1.73095310565268,1.05093748560576,0.765717522911929,0.285219962693827,0.158256230705431,0.645131470210005
"Lpxn",1.04238693440609,0.949666008051709,0.664640367046445,0.285025641005265,0.124415554070215,0.645131470210005
"Rogdi",1.16610408653026,0.981575883606162,0.698462724158919,0.283113159447243,0.137859242866355,0.645131470210005
"Nfkbia",1.8532671706552,1.04769677795503,0.764927107633187,0.282769670321838,0.160094032751266,0.645131470210005
"Cd83",1.02794241423749,0.941373666142878,0.659904547785531,0.281469118357347,0.125695691277061,0.645131470210005
"Gm867",0.90360657249555,0.896248875912579,0.615434336586193,0.280814539326387,0.109912278935958,0.645131470210005
"Pik3ap1",1.52137999870558,1.03560101734786,0.754956365448318,0.28064465189954,0.158744531426275,0.645131470210005
"Cmah",1.43267896376253,1.02606231584586,0.745799083976082,0.280263231869777,0.156120765640585,0.645131470210005
"Stard10",1.67021489469162,1.04031202457313,0.764040062895057,0.276271961678076,0.165436611516136,0.645131470210005
"Snx8",1.56441097639047,1.03391901118934,0.758457595304573,0.275461415884763,0.164373812204695,0.645131470210005
"Xbp1",1.34866608258424,1.00917762856682,0.734286894482574,0.274890734084241,0.157039983098567,0.645131470210005
"Hebp1",1.31066231049219,1.0026807117738,0.72802076170801,0.274659950065791,0.155169683688359,0.645131470210005
"Sorl1",1.08067461212138,0.951022879820026,0.676584701049981,0.274438178770045,0.137690358683307,0.645131470210005
"Slc28a2",1.30778830653295,1.00114509333296,0.727539373473815,0.273605719859146,0.155940050331882,0.645131470210005
"Abcg4",0.955137907985128,0.907679232229239,0.634643342247855,0.273035889981384,0.12365713627419,0.645131470210005
"Ranbp10",1.21635396784267,0.982810604166075,0.709863373037358,0.272947231128717,0.150574632229147,0.645131470210005
"DEPRECATED_ENSMUSG00000076937",1.09691227398673,0.953581257255944,0.681156503203291,0.272424754052653,0.141078741237773,0.645131470210005
"Bcl6",0.795344478301159,0.843006415546051,0.571390764136617,0.271615651409434,0.100575138074554,0.645131470210005
"Sept8",1.15563716908852,0.967071894217777,0.695983674811248,0.271088219406529,0.147455416588483,0.645131470210005
"Fam49b",1.79531011431949,1.03673081220483,0.765903078533245,0.270827733671589,0.170833508771133,0.645131470210005
"Bnip3l",1.38836723954074,1.01087786042677,0.740124041544472,0.270753818882299,0.162624695817385,0.645131470210005
"Stab2",1.19028960866564,0.974538134406575,0.704043953960564,0.270494180446011,0.15076706745279,0.645131470210005
"Ablim1",1.11484398098193,0.955912287857863,0.685832442499158,0.270079845358705,0.144809310069193,0.645131470210005
"Cnp",1.70165881512673,1.03203733203867,0.76516457636022,0.266872755678454,0.174149182600712,0.645131470210005
"DEPRECATED_ENSMUSG00000006235",0.956613375659981,0.901944364150623,0.635176946793281,0.266767417357342,0.129367243615318,0.645131470210005
"Hip1r",1.38399590798944,1.00529404080866,0.739499204086374,0.265794836722286,0.166890448448865,0.645131470210005
"Rere",1.87294848619404,1.02866408108656,0.764356246004292,0.264307835082267,0.176220958477438,0.645131470210005
"Trp53inp1",1.76777494079311,1.02944453556998,0.765938201251247,0.263506334318733,0.177449472798727,0.645131470210005
"Mical1",1.66691781048599,1.0274071763189,0.763913840463789,0.263493335855107,0.17682452821774,0.645131470210005
"Sell",1.17803994247166,0.964702718923343,0.701245058111658,0.263457660811685,0.156178292897769,0.645131470210005
"9930111J21Rik2",1.81550181166578,1.0286492585387,0.765634734343913,0.263014524194788,0.177803541024549,0.645131470210005
"Ankle1",1.59766190166677,1.02319766255503,0.760586368668601,0.262611293886428,0.17658089723366,0.645131470210005
"Hist1h4k",4.87368154891572,1.00149753973464,0.739309751950267,0.262187787784373,0.17012938756326,0.645131470210005
"Prkar2b",0.998463581689114,0.911090708984953,0.64995260246469,0.261138106520263,0.139977158192818,0.645131470210005
"Sh3bp5",1.73561788728645,1.0269023121786,0.76576846614874,0.261133846029865,0.179570659207339,0.645131470210005
"Stk10",2.06801084207531,1.01402897479815,0.753871913455085,0.260157061343068,0.176706598964364,0.645131470210005
"Cyth1",1.34962541611345,0.99438747721966,0.734436647106065,0.259950830113595,0.170601427526386,0.645131470210005
"Arhgap4",1.73791627275523,1.02454699966966,0.765789570214505,0.25875742945515,0.181772095905694,0.645131470210005
"Nxpe2",1.14535018362958,0.950938052324943,0.69348223158811,0.257455820736833,0.159060741842719,0.645131470210005
"Ifrd2",1.74163223838605,1.02302637394527,0.765816343622244,0.257210030323025,0.183218605573757,0.645131470210005
"Pdia4",1.3130919133845,0.984357685342594,0.72842785023111,0.255929835111485,0.172380865983494,0.645131470210005
"Ptk2b",1.58056131415506,1.01278888406845,0.75960530438189,0.253183579686563,0.185046833732,0.645131470210005
"Arhgef1",2.38870799993936,0.973375929961317,0.720304950992273,0.253070978969044,0.172385548093256,0.645131470210005
"H2afy",2.02360374082417,1.00985428107147,0.757004653504766,0.252849627566704,0.184541913052122,0.645131470210005
"S1pr2",0.432800534720007,0.628555285081865,0.377991067998009,0.250564217083856,0.037329580206756,0.645131470210005
"Klf1",0.844979605028074,0.841625185318778,0.592229722456031,0.249395462862747,0.128731327303054,0.645131470210005
"Hist1h4f",1.66844873797573,1.01278835141568,0.76397271256223,0.248815638853446,0.190569533343622,0.645131470210005
"Nfkbie",1.41842517902793,0.992693894661587,0.744096051414002,0.248597843247584,0.184484262749175,0.645131470210005
"Hist1h4h",1.97049149323529,1.0082918827128,0.760255470874065,0.248036411838739,0.190154945406824,0.645131470210005
"Txndc11",1.38519735853276,0.986296196950338,0.739671447296066,0.246624749654272,0.184964043520574,0.645131470210005
"Lpp",0.943033836875818,0.876104691527262,0.630227772521243,0.245876919006019,0.147061500513175,0.645131470210005
"Nusap1",1.54277953365162,1.00248083618377,0.756726383821321,0.245754452362451,0.191247652560674,0.645131470210005
