"","mean","total","tech","bio","p.value","FDR"
"Hemgn",2.48054578085355,2.54533814542103,0.601114388187227,1.9442237572338,5.75299037193345e-11,2.37414406668949e-08
"S100a9",1.53613137289943,2.63107398862347,0.710292925257879,1.92078106336559,3.53914409683363e-08,1.15915395704865e-05
"Cd72",2.23974239590533,2.5352308467576,0.641071621540769,1.89415922521683,1.9506693319465e-09,7.31820199916073e-07
"Cd37",4.00977419928913,2.29838114188856,0.407474340170757,1.8909068017178,1.14281054291797e-20,9.82531364273725e-18
"Abcb10",3.52073251379378,2.32770403877841,0.442697852705949,1.88500618607246,1.07222971681726e-17,7.62909930234739e-15
"Blk",2.38703862536484,2.5009742921442,0.616907317142354,1.88406697500184,5.77508626578666e-10,2.24836094355173e-07
"Ighj4",4.91860704398476,2.34524934495122,0.469245070220451,1.87600427473077,8.10335606584641e-16,4.6445735850743e-13
"Ngp",1.19569216105792,2.56644332948372,0.693431232574649,1.87301209690907,3.66411388536943e-08,1.18133321735489e-05
"Ighd",4.25877458299101,2.27295915922811,0.406896309176341,1.86606285005177,3.13600084045368e-20,2.58832965367685e-17
"Slpi",3.24250822296619,2.31284931363544,0.476743116548103,1.83610619708734,8.25193250298395e-15,4.48079934912028e-12
"Ccr6",1.98042335162267,2.49111512081783,0.678174421634287,1.81294069918354,4.97854281058864e-08,1.53324257244308e-05
"Rhd",2.34589699747652,2.41511371068168,0.623752599876942,1.79136111080474,5.22131069020806e-09,1.89011446985532e-06
"Fech",2.8839129126771,2.31633075237961,0.531545492731028,1.78478525964858,1.10403659877257e-11,5.20653457124981e-09
"Cd79a",3.61223339342771,2.2077726098332,0.433079055623067,1.77469355421013,1.58685110590554e-16,1.01022729220866e-13
"Slc25a37",4.55970618672414,2.16577613558449,0.428218959383034,1.73755717620146,3.07285080595655e-16,1.8648589273561e-13
"Cd22",2.24816501719249,2.35977647123725,0.639750410561019,1.72002606067623,4.20642270423399e-08,1.33531270891022e-05
"Igkc",7.75074266114567,2.45219792572273,0.755925983688538,1.69627194203419,3.87529736171369e-06,0.000898459390579779
"Add2",2.44566175556836,2.29053863859169,0.607070436081484,1.68346820251021,1.63372394395978e-08,5.52627210814199e-06
"Cpox",2.99860151572448,2.18269647737187,0.512931896113198,1.66976458125867,4.36367412612632e-11,1.8375520799692e-08
"Cdr2",2.97197034043291,2.17698405709824,0.517132176441983,1.65985188065626,7.9435251350115e-11,3.15205187761207e-08
"Tspan33",2.56548019737829,2.24224251240656,0.586561173773519,1.65568133863304,9.25967262519316e-09,3.23837432115654e-06
"Pax5",2.38304633894049,2.2640478148853,0.617574161136184,1.64647365374912,5.38901761104754e-08,1.63524984391698e-05
"Mzb1",2.78020715873275,2.18343577353714,0.549214381259804,1.63422139227734,1.51517765607922e-09,5.7896621769516e-07
"Bpgm",3.08784536490273,2.10997083464465,0.499261243233989,1.61070959141066,6.40502775090977e-11,2.59139887475044e-08
"Iglc3",3.26024155537022,2.07208833377051,0.474314437361705,1.5977738964088,9.51899113287813e-12,4.67654435799541e-09
"DEPRECATED_ENSMUSG00000042474",2.77537331060374,2.14041226288344,0.550053203918158,1.59035905896528,4.15649810512071e-09,1.53152110537608e-06
"Tnfrsf13c",1.96647881274767,2.2652847938823,0.679861704819185,1.58542308906311,1.6810519929309e-06,0.000428232429902916
"H2-Ob",3.30058902472656,2.02833634975122,0.468943997224044,1.55939235252718,1.71303886055972e-11,7.68409648886725e-09
"Ighm",5.86959629749212,2.13092856054668,0.571837235658163,1.55909132488852,2.7627408389625e-08,9.19457975341166e-06
"Gata1",2.24784251895192,2.15416265283202,0.639801061560613,1.51436159127141,1.19670948037777e-06,0.000312568397697658
"C1qtnf12",2.51005533070007,2.10519233637211,0.596077840810176,1.50911449556194,2.26213762476444e-07,6.22359303325193e-05
"Ube2l6",2.92139795532934,2.02860323156101,0.525348300978979,1.50325493058203,5.90236727579669e-09,2.09981804084119e-06
"Camp",0.990801356744687,2.1196365990331,0.657134839317495,1.46250175971561,4.59707620664996e-06,0.00105395633831128
"Clu",2.55977870511885,2.03974633535738,0.587541768312578,1.4522045670448,4.20226273435158e-07,0.000112609726312481
"Bank1",2.96788890770273,1.96936307491445,0.517788756987813,1.45157431792664,1.15601094235071e-08,3.97552163074411e-06
"Igkv19-93",1.37957400960683,2.13496280169488,0.70726043270428,1.4277023689906,2.87420712415097e-05,0.00564822759997439
"Mgst3",2.22108547760402,2.05389057409812,0.643983832465615,1.40990674163251,6.41103843065785e-06,0.0014072911380659
"DEPRECATED_ENSMUSG00000105547",2.43774899921082,2.01622247028028,0.608408798255707,1.40781367202458,1.99997355881966e-06,0.000497198245935961
"Rab3il1",2.84581073691127,1.94118653505723,0.537967958564284,1.40321857649295,1.00629125182807e-07,2.88386301253061e-05
"Coro1a",4.3458059834181,1.80023462363777,0.410990667408114,1.38924395622966,8.11761025012919e-12,4.18746924752914e-09
"Hvcn1",2.81879334948006,1.92893778579106,0.542571070063553,1.38636671572751,1.76991002279146e-07,4.93517883922688e-05
"Ltf",0.902723996033073,2.01590956547274,0.631776070553626,1.38413349491911,6.32340691238625e-06,0.00140298041107718
"S100a8",1.04866888011032,2.0533916250196,0.67043335911593,1.38295826590367,1.97074105535902e-05,0.00410750211477557
"Prdx2",4.33558694672425,1.79027673870215,0.410866804703052,1.3794099339991,1.11024290556844e-11,5.20653457124981e-09
"Tspo2",2.04895949817213,2.04435015061521,0.669271813229248,1.37507833738596,2.11490889852555e-05,0.00436390302121762
"Tfrc",4.00478417655433,1.77058527241766,0.407462270404951,1.36312300201271,1.3055768941132e-11,5.98650525180706e-09
"Tfdp2",2.37396988725512,1.98195569164631,0.619085872798902,1.36286981884741,5.74156054867552e-06,0.00128773217784098
"Alad",2.98743115023945,1.87633767159469,0.514678825853257,1.36165884574143,6.73017345438717e-08,1.98386284368321e-05
"St3gal5",2.64242954827015,1.90349853089168,0.573209422375284,1.3302891085164,1.872734330239e-06,0.000471243904514042
"Rhag",1.98403709363709,2.00551525140516,0.677726384828306,1.32778886657685,4.72261644229932e-05,0.00910714651125273
"Ltb",2.76913886357707,1.84277308716534,0.551136234093481,1.29163685307185,1.50235415364608e-06,0.000387494695079165
"DEPRECATED_ENSMUSG00000076937",2.3685954809324,1.90801791738155,0.619978730399054,1.28803918698249,1.73410275088697e-05,0.00365117103691854
"Apol11a",1.88966018800804,1.97138981783771,0.68845092704048,1.28293889079723,0.000102098306242271,0.0180059525726755
"Spib",1.88167808249948,1.94360889152276,0.689299607456651,1.25430928406611,0.000143687948374113,0.0241045294857841
"Ppp1r15a",2.67686169752721,1.82118638785474,0.567208945435676,1.25397744241906,5.26882717888368e-06,0.00119469208801193
"Rsad2",1.92794512014109,1.93020743948717,0.68427715080894,1.24593028867823,0.000142461317809865,0.0240946461613832
"Blnk",2.27628754319011,1.85890016366714,0.63523280245244,1.2236673612147,6.1781450998939e-05,0.011484670810019
"Slc16a10",2.37593316315752,1.8283322054232,0.61875957122059,1.20957263420261,4.89464969475143e-05,0.00935150016680564
"Hmox1",3.50162598685907,1.62879138136097,0.444798911423275,1.1839924699377,5.64061919229598e-08,1.68679038280921e-05
"Snn",2.20209173561472,1.81894929712934,0.646913524425443,1.1720357727039,0.000152759634722767,0.0253478450621085
"March8",2.24949553169879,1.80912751425391,0.639541390561544,1.16958612369236,0.000133924184921349,0.0228379473691497
"Swap70",2.6641396225795,1.72690430498775,0.569435472183444,1.15746883280431,2.55156253934408e-05,0.00511154771231318
"Slc40a1",3.25077422671344,1.62919307608293,0.475606846515347,1.15358622956758,6.69943621765371e-07,0.000177225855019316
"Gclm",3.06374035612556,1.65352670484469,0.502884147435109,1.15064255740958,2.55904400969841e-06,0.000608224435983127
"Specc1",1.97401403690615,1.81566670745729,0.678961881012634,1.13670482644465,0.000424285595733547,0.0629835178587482
"Sell",2.42446302780933,1.74081622667996,0.61064025547118,1.13017597120878,0.000112818056958086,0.0195620822459928
"Siglecg",2.06860643224093,1.79223110226819,0.666587251534388,1.1256438507338,0.000382281825273226,0.0575766655670639
"Fcna",3.59192313015474,1.5586248520481,0.435157421114969,1.12346743093313,1.33672529768213e-07,3.77835476607851e-05
"Isg20",2.4736290891659,1.72156466311068,0.602293884317426,1.11927077879325,0.000106336667656834,0.0185944983087382
"Cd5l",2.39307784167504,1.72784014306241,0.615898069031228,1.11194207403118,0.000160368152094243,0.0262621940501001
"Mt2",2.1349710041303,1.76891732348267,0.657162062118456,1.11175526136422,0.000373850281322489,0.0571409385541351
"Pik3c2b",1.92200993853242,1.79455163557221,0.684924897186249,1.10962673838596,0.000621965868821174,0.0867138090355142
"Limd2",3.88021077802177,1.52009870921185,0.412383234877982,1.10771547433386,4.32195153567786e-08,1.35119921192692e-05
"Cotl1",3.22091798664393,1.58006540230258,0.479736213531941,1.10032918877064,2.42815647336567e-06,0.000589442125546203
"H2-Aa",4.96333676061854,1.57098073974172,0.474820165154796,1.09616057458692,2.10506682482525e-06,0.000517094629326716
"Mybl1",0.900706561764549,1.72325947362688,0.631119692497576,1.0921397811293,0.000281705889459001,0.0447132255622848
"Bin1",2.19804072829207,1.72908390793353,0.647535695926509,1.08154821200702,0.00043639117260184,0.0643178246819027
"S1pr1",1.88992266560909,1.76489613122895,0.688422741741935,1.07647338948701,0.000915890329882768,0.124332112281586
"Btg1",3.89729933936345,1.48686225175039,0.411927051902263,1.07493519984813,9.93857143619021e-08,2.88386301253061e-05
"Cd52",4.93432099288065,1.54542511668286,0.471195552640813,1.07422956404204,2.76816472009324e-06,0.000649071714027318
"Btla",2.53793952856445,1.66218085851314,0.591300845074615,1.07088001343852,0.000153556297022563,0.0253478450621085
"Stom",2.33557639232384,1.68979801378536,0.62550198443366,1.0642960293517,0.000348312929981847,0.053634992516757
"Klf1",1.84225351845087,1.75468779782432,0.69324435906966,1.06144343875466,0.00113906924132886,0.150663812343459
"Gimap4",2.95761053457501,1.57384640021174,0.519445169918371,1.05440123029337,2.61310344163391e-05,0.00518449773218021
"Syk",3.37022251082112,1.51315550242821,0.460224613530214,1.052930888898,2.56448221045517e-06,0.000608224435983127
"St6gal1",2.54564403828659,1.63983991646889,0.589974206783977,1.04986570968491,0.0001952984917252,0.0314827271738889
"Paqr9",1.94532290309839,1.72619123482311,0.682346036873233,1.04384519794988,0.00114921141160957,0.151037122720712
"Dusp2",2.42175908310018,1.65294827168499,0.611094189046965,1.04185408263802,0.00033981903824719,0.0529410929801302
"Tnfaip2",2.76180684138655,1.58263290718621,0.552411584159197,1.03022132302701,0.000100948447345333,0.017956640194169
"Pdzk1ip1",1.76240320430229,1.72397940092808,0.700070663672919,1.02390873725516,0.00177987707764561,0.225312782945641
"Arhgdib",4.1177592089464,1.42333145461588,0.405681922044753,1.01764953257113,2.87950379791244e-07,7.81785281133227e-05
"Pklr",1.80617794972076,1.71104517906809,0.696548698740899,1.01449648032719,0.00185064888770677,0.230037886439406
"Slc6a9",1.77904719649026,1.71179823498304,0.698787439149565,1.01301079583348,0.00193221692589122,0.237317643147854
"Fcrla",1.9697357168335,1.69148516170804,0.679473722630438,1.0120114390776,0.00149770363185042,0.191947930059638
"Ablim1",1.97243446862217,1.69106117067812,0.679151141409024,1.01191002926909,0.00149229267649818,0.191947930059638
"Gimap3",2.80834714649193,1.54033642390447,0.544363052289782,0.995973371614686,0.000133072126953798,0.0228379473691497
"Pigq",3.38316918889394,1.4231759464032,0.458584719605012,0.964591226798191,1.38346258057827e-05,0.00294292442140743
"Samd14",2.02145894848171,1.63035691140942,0.67294600171196,0.957410909697461,0.00228909439303571,0.276217390092975
"Urod",2.54818311262927,1.53798669425154,0.589537116602861,0.948449577648674,0.000672602694168992,0.0925232266098866
"Tmod1",1.66603083483868,1.6544418339521,0.706221446577915,0.94822038737418,0.00372780004833127,0.404875253956375
"Ralgps2",1.75668674959913,1.6392190204123,0.700500213897387,0.938718806514912,0.00378578365735139,0.408983560135018
"Itgad",2.00836891789036,1.61085323348152,0.674660345183537,0.936192888297981,0.00284243551583551,0.330853206077832
"Prkcb",2.75153407360992,1.49010533969543,0.554197968267375,0.935907371428059,0.000382024865173622,0.0575766655670639
"Cxcr5",1.43235304132802,1.64500243084682,0.709457853894981,0.935544576951841,0.00429486703696955,0.447962607059657
"Tal1",1.81129172852691,1.63113798418224,0.696107145783733,0.935030838398512,0.00371538180435325,0.404875253956375
"Ly6d",1.59226474949745,1.6415828231264,0.709168637946286,0.932414185180114,0.00439339686570867,0.453266754635164
"Acap1",3.16697098258853,1.41810931520159,0.487560268096654,0.930549047104936,7.13096843912753e-05,0.0131375359618712
"Pxdc1",1.68526098867239,1.63502887455764,0.705201137404706,0.929827737152937,0.00429856529019153,0.447962607059657
"Fam117a",3.39512261419974,1.38661340626067,0.457152859639468,0.929460546621206,2.54092890623216e-05,0.00511154771231318
"Igkv8-27",0.748226134624104,1.49854488860875,0.571236979388178,0.927307909220568,0.000607974648631373,0.0853397884344201
"Atp2a3",3.15286853338063,1.41199991114146,0.489627917472432,0.922371993669032,8.69352973153759e-05,0.0155984602156997
"Atpif1",3.67943478025333,1.34666480748455,0.426461946679578,0.920202860804972,8.53359738228956e-06,0.00183419008735586
"Btnl10",1.73470808037274,1.62186096574386,0.702097827881767,0.919763137862093,0.00451760971877688,0.461467123451694
"Ciita",2.77205355242259,1.46472066426249,0.550629740923233,0.914090923339261,0.00046923743189337,0.0681848251386464
"Dock2",3.32874879956057,1.37714942054566,0.465373462696498,0.911775957849163,4.72052917988349e-05,0.00910714651125273
"Xpo7",3.28988211561343,1.38167150870049,0.470331660379911,0.911339848320582,5.6342800301328e-05,0.0105688849219782
"Dok3",2.58003829390043,1.49318598440101,0.584049694137349,0.90913629026366,0.000960646962783096,0.129555486471022
"Scd1",1.59605262239783,1.61344793752398,0.709056249586121,0.90439168793786,0.00551266757078139,0.529062244909318
"Nfe2",1.8067714590936,1.59672307517399,0.696497727467839,0.900225347706154,0.00500032984155563,0.496042336301244
"Plac8",3.08555070883514,1.39436000127858,0.499602940305168,0.894757060973416,0.000179087246380176,0.0290967420614846
"Epb42",1.65567809850901,1.60108996723813,0.70673124563972,0.894358721598411,0.0058350564203051,0.552296120076034
"Rhoh",2.01854170510362,1.56587764996579,0.67332979050565,0.892547859460139,0.00412441459318436,0.438676137710134
"Eaf2",1.23428972551922,1.5894153138776,0.697229927129242,0.892185386748354,0.00538427704493074,0.52159235936667
"Slc43a1",2.0991926754255,1.53876466119053,0.662375366943462,0.876389294247066,0.00418480264656979,0.440557233721025
"Plcg2",2.75227475635768,1.42855877112036,0.554069418185685,0.874489352934675,0.000829378198571361,0.113333706949149
"Ptdss2",2.1576829773377,1.52731713380921,0.653703791212842,0.873613342596371,0.00386892918933399,0.415788983816237
"Map4k1",2.14322873266665,1.52880927966634,0.655909014444448,0.872900265221894,0.00399871424975457,0.427510206370134
"Cnn2",3.38706298792849,1.32838097024566,0.458113040378947,0.870267929866712,7.65957284919022e-05,0.0139865155902824
"Aicda",0.590439946827658,1.35257400830372,0.487147147323871,0.865426860979845,0.000199763126407984,0.0319528089170723
"DEPRECATED_ENSMUSG00000029204",2.21586602775442,1.49807772524826,0.644790915966479,0.853286809281782,0.0041785725651556,0.440557233721025
"Lat2",2.27871041184011,1.48776422514934,0.634839915768484,0.852924309380854,0.00370879584024727,0.404875253956375
"DEPRECATED_ENSMUSG00000090523",2.20906353981535,1.49220736133615,0.645840522804128,0.846366838532023,0.00450531666044926,0.461467123451694
"Gfi1b",1.73552117900271,1.54708587094495,0.702040773152136,0.845045097792816,0.00822380169208564,0.615029697192159
"Gimap8",2.10276142488047,1.50685756553493,0.661864878103089,0.844992687431836,0.00547512563032867,0.527914683440195
"Spire1",2.15785052615581,1.49768518675348,0.653678142766832,0.844007043986647,0.00503898779454551,0.497485522261493
"Capg",2.00623480918237,1.51634953881442,0.674937922352986,0.841411616461432,0.00648799162151407,0.594992084970317
"Prkar2b",1.98372317984104,1.51452377905696,0.677765371444119,0.836758407612839,0.00693947464114113,0.615029697192159
"Mef2b",0.704865913493505,1.38689387655485,0.550397324475523,0.836496552079324,0.00122766574081433,0.160326929721285
"Gm867",1.55535877099305,1.54473976885838,0.710023547834792,0.834716221023593,0.00956807870356874,0.615029697192159
"Apol8",1.68026856690578,1.53617805766479,0.705475668502736,0.830702389162055,0.00947195931756187,0.615029697192159
"DEPRECATED_ENSMUSG00000037337",2.24146856204232,1.4712132772233,0.640801126352843,0.830412150870459,0.00490337098446828,0.488773704799606
"Ccl5",4.12055243505008,1.23295969395337,0.405556387596927,0.827403306356448,2.39323586992208e-05,0.00488930979603685
"Dgka",2.2413991723354,1.46629818449499,0.640812002725168,0.825486181769818,0.00512607110986172,0.503673101337555
"Tmem243",1.45215773015936,1.53541662402007,0.709950081933983,0.82546654208609,0.0102478953917729,0.615029697192159
"Fhdc1",1.71668973854603,1.52617125019575,0.703307992159915,0.822863258035835,0.00985949075991902,0.615029697192159
"Hbb-bs",9.82439780007389,3.97384687934864,3.15897558268529,0.81487129666335,0.303600618798243,0.615029697192159
"Klhl6",2.18648269696934,1.46093799233181,0.649308714713978,0.811629277617833,0.00636772080135477,0.590002768174016
"Lax1",1.86729226718948,1.49421985951959,0.690770477286785,0.803449382232801,0.0102256726883241,0.615029697192159
"Glrx5",4.38206275354452,1.2135598007647,0.412412352060772,0.801147448703925,5.41170209539448e-05,0.010244501012511
"Mfsd2b",1.75129091538572,1.49912299485974,0.700902964212464,0.798220030647271,0.011616391602494,0.615029697192159
"Gpr183",1.56369470841519,1.50691113495923,0.709868920577228,0.797042214381999,0.0126231708353024,0.615029697192159
"Mkrn1",4.48046563449672,1.2165721806166,0.421355409311393,0.795216771305204,8.45728277205302e-05,0.015307681817416
"Ikzf3",2.99430670170837,1.30824261863032,0.513602992533454,0.794639626096867,0.00102338355942269,0.137120106267063
"Tent5c",2.73109300594028,1.34277411707867,0.557752368237781,0.785021748840891,0.00251637850622056,0.298407782168707
"Traf1",2.14376548000454,1.44023993033144,0.65582739292755,0.78441253740389,0.00857169143111466,0.615029697192159
"Malt1",1.90558372205327,1.46934569411795,0.686720454912591,0.782625239205359,0.011567407203965,0.615029697192159
"Ebf1",1.35715414173285,1.48364919885081,0.705907153094872,0.77774204575594,0.0140573102190295,0.615029697192159
"Clca3a1",2.22314536928064,1.42058528810314,0.643664784716494,0.776920503386649,0.00807601177311216,0.615029697192159
"Bcar3",1.52089498856993,1.48319601492221,0.710419398018408,0.772776616903801,0.0150866400952631,0.615029697192159
"Il4i1",1.36515599738488,1.47662651111984,0.706416520151508,0.77020999096833,0.0148957563902424,0.615029697192159
"Dennd3",1.54952041221706,1.47968444611336,0.710117518728566,0.769566927384791,0.015397095368231,0.615029697192159
"A630001G21Rik",2.38428781459386,1.38569442935856,0.617366822593671,0.76832760676489,0.0065656301064977,0.59944783901537
"Sppl2b",2.58558032992441,1.35036576798959,0.583093365314209,0.767272402675381,0.00436608981124282,0.452713051081329
"Pold4",1.9444999995581,1.44491138961455,0.682441384454872,0.762470005159675,0.0129875404339084,0.615029697192159
"Ncf1",2.76932037398974,1.31226667611452,0.551104684286369,0.761161991828152,0.00295725820699175,0.33865617546827
"Il21r",2.33917564173238,1.38346053859767,0.624892177677921,0.758568360919746,0.0077773947230906,0.615029697192159
"Grina",3.3091296809923,1.2229831394587,0.467840065000603,0.755143074458097,0.000648320812814133,0.0897815547087707
"Hist1h1b",4.75102137620051,1.20321546805114,0.448498372936444,0.7547170951147,0.000398907431761191,0.0596453329489885
"Igfbp3",1.44386988012126,1.45319642579154,0.709764696109428,0.743431729682111,0.0184254055504487,0.615029697192159
"Tnfaip8",1.98038033114784,1.4199120483123,0.67817974514405,0.741732303168252,0.0146422072154801,0.615029697192159
"Nxpe2",2.3449761655087,1.3655653074959,0.623908783475939,0.741656524019964,0.00891834229824225,0.615029697192159
"Pdia4",2.39727271082936,1.35423090894116,0.61519670402236,0.739034204918801,0.00833186084616493,0.615029697192159
"Slc43a3",3.00097832475089,1.2449725160519,0.512560808436119,0.732411707615777,0.00220194108032642,0.267263836773267
"Ube2o",2.09807237901729,1.3926867129411,0.662531155908956,0.730155557032147,0.014035396690894,0.615029697192159
"H2-Ab1",4.5607668250933,1.15828324940461,0.428307550096252,0.729975699308355,0.000341240930811152,0.0529410929801302
"Gadd45a",2.40163469830756,1.34438879498944,0.614467120378216,0.729921674611221,0.00895840737667018,0.615029697192159
"Ifrd2",2.71130158206402,1.28950922598972,0.561197971508479,0.728311254481244,0.00485031010559635,0.488201457165244
"Klf2",2.92381965760855,1.2530472518018,0.524951040642493,0.728096211159309,0.00285411799369265,0.330853206077832
"Ces2g",1.52232623959254,1.43842807960091,0.710411129636032,0.728016949964877,0.0205623136528247,0.615029697192159
"Ccna2",3.55828119319004,1.16594778822267,0.438688112644021,0.727259675578646,0.00047689865359999,0.0688134742544209
"Mt1",2.23813854762638,1.3616963796724,0.641322818135351,0.720373561537051,0.0125932811276715,0.615029697192159
"Slc38a5",1.5933259695389,1.42870795409184,0.709137617613673,0.719570336478168,0.0215777697719003,0.615029697192159
"Lmna",1.95728872246476,1.3986744174642,0.680948622000456,0.717725795463748,0.0178417551451298,0.615029697192159
"Lsp1",3.53705586290238,1.1582195824498,0.440954651528422,0.717264930921373,0.00059417997074919,0.0839747227153342
"Pf4",0.894296693213716,1.34585298803378,0.629011662055754,0.716841325978028,0.0115689149196743,0.615029697192159
"Hist1h1d",5.85879489860971,1.28711789093274,0.571173163020856,0.715944727911887,0.00624471162053915,0.583046966417216
"Shisa5",2.65049157136562,1.28609878264721,0.571807179915761,0.714291602731444,0.006396609074656,0.590002768174016
"Gimap6",2.74076398581575,1.2693406951125,0.55606912380039,0.713271571312106,0.00528995006378679,0.514871837812154
"Sorl1",1.92625522993304,1.39579810839306,0.684462131717221,0.711335976675838,0.0191733936741626,0.615029697192159
"Trak2",3.28931213218776,1.18123178492375,0.470405648844776,0.710826136078969,0.00130010805502085,0.168719683064781
"Zfpm1",2.38516660734623,1.32796757806503,0.617220039716129,0.710747538348897,0.0108704456494566,0.615029697192159
"Hmgb3",2.73453244151412,1.26474918814763,0.557153405142806,0.707595783004827,0.00568689225077896,0.540752694481903
"Bcl6",1.61042928335214,1.41597732718021,0.708591234767122,0.707386092413088,0.0233234002759385,0.615029697192159
"Slc28a2",2.20908778676347,1.35313479820534,0.645836786186431,0.707298012018908,0.0145350091743407,0.615029697192159
"Marcksl1",2.02835435042375,1.37806500610222,0.672034984289631,0.706030021812585,0.0181436714981451,0.615029697192159
"Gypc",2.52564973276227,1.2988428297102,0.59340573151144,0.705437098198761,0.00891507589880884,0.615029697192159
"Mki67",5.04306368057083,1.18896692771571,0.484560308978634,0.704406618737076,0.00188339651507383,0.232706608934332
"Sept8",2.13118373467084,1.36161065811819,0.657735041286992,0.703875616831196,0.0164753023462002,0.615029697192159
"Fcrl1",1.4041309008411,1.41040720102739,0.708450727325173,0.701956473702215,0.0241559790008453,0.615029697192159
"Abcg4",1.51875011484882,1.41197778391265,0.710430372122657,0.701547411789992,0.0245360750719826,0.615029697192159
"Mrc1",1.74688595484994,1.40124353116854,0.701226718839603,0.700016812328934,0.0233261095199657,0.615029697192159
"Sh3bgrl3",4.06844634797589,1.10569701323282,0.407221200109779,0.698475813123037,0.000315136235303471,0.0496375654904719
