symbol,chromosome_name,logFC,AveExpr,t,P.Value,adj.P.Val,B,Overlap_Ly_et_al
Sec61b,4,-0.6004155180026114,9.37518167235758,-5.601976130240767,3.7733099365743336e-7,7.027064120343432e-5,6.220187681185336,FALSE
Abcc3,11,1.3561785750186468,5.156366332905151,5.5562873399687085,4.5283251954202633e-7,8.274019092915062e-5,5.987775039969474,FALSE
Bhlha15,5,-1.3735713823337363,5.406628702521898,-5.534368603681059,4.941541600608431e-7,8.700707065507645e-5,5.916232261412754,FALSE
Rpl21,5,-0.4548348964499773,11.604425500133305,-5.548619268784969,4.668862271519e-7,8.372826340257407e-5,5.856154836364524,FALSE
Rbm38,2,0.7565634784919135,7.197842596816805,5.466904549919008,6.460526910448295e-7,1.0976095193119524e-4,5.8232189394653036,FALSE
Rpl9-ps6,19,0.9315255898646324,6.268752815740033,5.445198240692633,7.04068609701613e-7,1.1662606479986386e-4,5.766540309680824,FALSE
Cpox,16,0.7760798554124158,7.09733095168449,5.44288448397985,7.105470697224254e-7,1.1662606479986386e-4,5.737608738620909,FALSE
Srp9,1,-0.6802755731822092,8.081503438072932,-5.424397176360357,7.644607246804503e-7,1.233839609634247e-4,5.621594830315667,FALSE
St6gal1,16,-0.7874388934650778,7.223692994685335,-5.391198319041842,8.715571948744735e-7,1.3836327664203937e-4,5.54705488908792,FALSE
Hid1,11,-1.0967605876733098,5.9220737299878525,-5.374035726996576,9.32572837966109e-7,1.4334976766450474e-4,5.471562182599109,FALSE
Gm26917,NA,1.359649454876707,5.246024240064081,5.38015014313248,9.103683749717492e-7,1.4219366682623256e-4,5.394224333267426,FALSE
Krtcap2,3,-0.6588520781094918,8.107415573822156,-5.317701409335627,1.163861150804627e-6,1.7610674038112513e-4,5.217627904736915,FALSE
Pld3,7,0.6934449959949598,7.538961247082645,5.308555403624895,1.206388422542765e-6,1.7973331513698672e-4,5.208272570337111,FALSE
Tedc1,12,-1.9229669913518666,4.550081841324836,-5.467226798714393,6.452278398972271e-7,1.0976095193119524e-4,5.054695968179473,FALSE
Sdc1,12,-0.84151063441593,6.784809306945256,-5.231636623722358,1.6299254824484425e-6,2.3558505032881668e-4,4.973062407567465,FALSE
Selenop,15,0.6441076065370739,8.013194454558043,5.246888904272916,1.5357210450305865e-6,2.2533216060721515e-4,4.948635400938744,FALSE
Pafah1b3,7,-0.8341601778393866,6.842429944415008,-5.204813596185001,1.809538306092147e-6,2.539647674811066e-4,4.873211855814075,FALSE
Cxcl16,11,1.1675672081845994,5.432209575252532,5.21558132164402,1.735215197691871e-6,2.4711505844776584e-4,4.864893116511538,FALSE
Rpl37a,1,0.4744023997845961,10.574081296894466,5.1907313242021305,1.9114683260485764e-6,2.607135108373861e-4,4.559457570458536,FALSE
Neil1,9,-1.2928257021246106,5.4033900919328595,-5.13910773363908,2.335592056043834e-6,3.141371315378957e-4,4.551234836330287,FALSE
Rps21,2,0.432245399870018,11.443878237100673,5.190817333076135,1.9108290049085324e-6,2.607135108373861e-4,4.494973801007692,FALSE
Cxcl9,5,0.7438454041813749,7.015287680556474,5.056787836294035,3.2096780113782713e-6,4.257879707148929e-4,4.312975599254087,FALSE
Tmem214,5,-0.8068827167771682,6.8457810671472705,-5.011714584708404,3.816581729085135e-6,4.994564522224385e-4,4.1700245901748225,FALSE
Wfdc17,11,0.7171020348990327,7.404803337924398,4.9889193688834705,4.164925967319477e-6,5.377752409002908e-4,4.0393114436894795,FALSE
Blnk,19,-0.6600226944537875,7.5564800438831625,-4.948412479100257,4.862235845170751e-6,6.19551209534652e-4,3.8898494233565035,FALSE
Ide,19,-0.9586911222141792,6.001417794853467,-4.8832145614828315,6.231011284420726e-6,7.638115604851939e-4,3.737348213678029,FALSE
Serp1,3,-0.544781141999712,8.857100345326646,-4.896717883599928,5.919672214968031e-6,7.349500734583386e-4,3.6097495705566214,FALSE
H2-Ab1,17,0.4543794483456889,10.62320335022855,4.924016255764788,5.335992226649038e-6,6.710876457515491e-4,3.564272183669548,FALSE
H3f3b,11,-0.5244289664093067,9.406307816036263,-4.8640257026623175,6.7011135740261144e-6,8.111697981358612e-4,3.4485857622477987,FALSE
Snrpa1,7,-0.8646111903723872,6.229336204006388,-4.775066941698364,9.373089642022873e-6,0.0010953673976940852,3.360792422468,FALSE
Ell2,13,-0.7715265098279369,6.60721519257576,-4.774637692270992,9.388217059955502e-6,0.0010953673976940852,3.3407389374037866,FALSE
Eno1,4,-0.7807296644165707,6.5409367380494,-4.729643837074347,1.1113186512004653e-5,0.0012513964904913148,3.188239107203148,FALSE
Srp19,18,-0.7095927965262439,7.0089264796734705,-4.7368024815599075,1.0819423979514946e-5,0.0012358133079939707,3.1792966716064637,FALSE
H2-DMa,17,0.673282164706543,7.157888894900127,4.736117944127922,1.0847184136667443e-5,0.0012358133079939707,3.152022541046689,FALSE
Lat,7,0.6572193393626486,7.180234110150316,4.716959595799952,1.16529015656541e-5,0.001297088491514877,3.0825519064705773,FALSE
Tpst1,5,-0.788716193666338,6.462990652774913,-4.674210257443483,1.3666664045477855e-5,0.0014870558945663769,3.00095299663342,FALSE
Jchain,5,-0.3475595251157433,13.226445178657164,-4.794452587863361,8.71414448991383e-6,0.0010418243856830313,2.91129291395624,FALSE
Fkbp2,19,-0.6119026663997014,7.544854248804926,-4.622555509642637,1.6554976215381533e-5,0.001761740545821481,2.7291198768082108,FALSE
Eomes,9,1.6006123079531727,4.192923136112694,4.689745525141815,1.2898453176711722e-5,0.0014194161427645035,2.6897231705935667,FALSE
Tmed9,13,-0.5960800257349614,7.676382953869863,-4.606606214211871,1.7561122653380325e-5,0.0018318905425552493,2.6615578295789835,FALSE
Pqlc3,12,-0.7253952182540111,6.647001199528889,-4.5639268353790845,2.0554982353836087e-5,0.0020909885066580126,2.6046103070697884,FALSE
Rps19,7,0.40731866136241734,10.942471019643385,4.65652075824454,1.45957084806754e-5,0.001570498232520673,2.569466498023223,FALSE
Ube2s,7,-0.5166140696247421,8.798227522699543,-4.603123914442635,1.778858454395063e-5,0.0018326026885491266,2.563481505314966,FALSE
Sfxn1,13,-0.994423851917662,5.596439755014151,-4.527698737113061,2.34808427100692e-5,0.002296853341457678,2.5145417210234573,FALSE
Rnf187,11,-0.59400154927022,7.807739959505226,-4.561642328102571,2.0728510598840273e-5,0.0020909885066580126,2.49473193498919,FALSE
Bet1,6,-0.850684590133322,6.072982172748281,-4.499211933792757,2.6061948596131807e-5,0.0025113038816601996,2.4229985596394643,FALSE
Dnase1l3,14,0.6172366493809633,7.467783517174543,4.533110264815357,2.3019410266084043e-5,0.0022746935613954886,2.4139945030498504,FALSE
Apoe,7,0.4455904167386677,10.660076145735234,4.606123166448838,1.7592505210412866e-5,0.0018318905425552493,2.413423607670312,FALSE
Gm5547,3,-0.822979037923318,6.182920833860767,-4.4908111717215125,2.687434277835e-5,0.0025113038816601996,2.39113620046453,FALSE
Lman1,18,-0.7299302213084156,6.613869328627514,-4.49565337058531,2.640312516261846e-5,0.0025113038816601996,2.373990239082585,FALSE
Ndufb1-ps,12,0.5389858394033151,8.364295047734647,4.536001725972221,2.277648367565049e-5,0.002273891421804117,2.355103153482899,FALSE
Tmem248,5,-0.7287017087737517,6.577047577105441,-4.487706092459631,2.7180798760341158e-5,0.0025113038816601996,2.3512716336596933,FALSE
Sfn,4,-1.0900239400161302,5.387507585195886,-4.482049868398642,2.7747781426852683e-5,0.0025113038816601996,2.345537247093345,FALSE
Prrc1,18,-0.997646177888682,5.513913903656513,-4.451245953527734,3.104289138343757e-5,0.0027835125940482352,2.2588963431856017,FALSE
Ddost,4,-0.5379920485257426,8.32669836283058,-4.49262744676268,2.669664317543672e-5,0.0025113038816601996,2.21493113954657,FALSE
Stoml1,9,-0.8534976880659615,5.999700620782022,-4.433023224584261,3.316770091585839e-5,0.0029199637788106603,2.204269624442988,FALSE
Sapcd2,2,-1.3646551656789532,4.75284145718918,-4.4825935664729055,2.7692785943347877e-5,0.0025113038816601996,2.1967965910924647,FALSE
Cldn13,5,0.6148226582565517,7.189381008270503,4.398338935519061,3.7608352769612726e-5,0.0032208722927207804,1.9779395474975248,FALSE
Ikbke,1,1.0978588916554628,5.04447061979428,4.361484298841599,4.295735601321563e-5,0.0035254155562032216,1.942373352848847,FALSE
Hmgn3,9,-1.4582698457596646,4.562712587792574,-4.427369455895152,3.385514600245363e-5,0.002953632737727576,1.9327244482033494,FALSE
Rpl10,X,-0.4630816067037298,9.436317262769737,-4.43420800664543,3.302536803826406e-5,0.0029199637788106603,1.9209606895891538,FALSE
Cd3g,9,0.6150675073144596,7.112349247961311,4.377324698718792,4.057364712673894e-5,0.003387199989442585,1.9138050925119812,FALSE
Rpl37,15,0.37033446478934806,11.638824213031324,4.484487715265513,2.7502016507904715e-5,0.0025113038816601996,1.9077301086240244,FALSE
Mgat1,11,-0.5933163530964611,7.453681307564341,-4.3775706925532525,4.053765924475158e-5,0.003387199989442585,1.8926599357202498,FALSE
Selenow,7,-0.5089677257965342,8.57980602780614,-4.396084757868254,3.791609266523843e-5,0.0032208722927207804,1.8609209177924964,FALSE
Lgals1,15,0.554812849796571,7.691263152222065,4.374367637708146,4.100868271969757e-5,0.003394257123568815,1.8492265708124327,FALSE
