symbol,chromosome_name,logFC,AveExpr,t,P.Value,adj.P.Val,B
Prr5,15,-0.6361222183868676,4.193882800399084,-5.245367444064598,1.4326350797796983e-4,0.01117239510842962,0.9077084080289044
Oard1,17,-0.412673724919987,5.748666707243042,-5.373908610426791,1.1424897281565829e-4,0.009618470126480514,0.8956570216169002
A430035B10Rik,6,-1.2067435035760123,2.5078714579262753,-5.049493297835741,2.0312491652849e-4,0.013802183414468872,0.8795663190834206
Rpn1,6,-0.5109193667133454,6.920751508432961,-5.351382759539957,1.1885159722441182e-4,0.00983530812232406,0.8522658201584878
Cbx4,11,-0.4959040408639721,4.8682861357824185,-5.27195621104541,1.3668650419274638e-4,0.01089098538764347,0.8273401105615896
Sp3os,2,-0.5299364547000653,4.658957993252615,-5.228479610818204,1.476116092943309e-4,0.01117239510842962,0.7877821754596761
Nhlrc4,17,-1.2231899344954529,1.6211975175300126,-4.959002923857108,2.3908828893783173e-4,0.015386710748662574,0.7876186810759478
Gp9,6,-0.5769537189130998,3.9384254383666386,-5.139420754704838,1.729311137494634e-4,0.01227421973826372,0.7661588983294605
Ckap4,10,-0.6635138677943466,4.445913607276944,-5.190441314866667,1.5791707869049164e-4,0.011590841115331105,0.7608675734572952
Tatdn2,6,0.714572765010304,3.2775577380675966,5.033160770682967,2.0917339725844378e-4,0.014070327114078034,0.7132766092371066
Cd3e,9,0.5128559212818997,5.16234846702713,5.224847419113933,1.4856464435234365e-4,0.01117239510842962,0.6924828927559838
Cd4,6,0.5693903110505709,3.9018002072156976,5.0958623921636885,1.8692513393387715e-4,0.012979903942145807,0.6911125208528128
Gm15892,11,1.189802808368657,1.5674383875923419,4.8986732692186825,2.666946589374765e-4,0.0166045335094747,0.6861544624785525
Irf4,13,-0.6050016911210552,5.424942414012967,-5.23612525429654,1.4562628173592858e-4,0.01117239510842962,0.6820993449106441
Nutf2-ps1,19,0.6849388253962609,3.3639060107767067,5.018848325536668,2.1462785690841473e-4,0.014266626840238595,0.6700120588939082
Rpn2,2,-0.4600044416704927,7.522027453357246,-5.213199503266294,1.5166441466320094e-4,0.011278776970453376,0.6644914185678568
Cnot8,11,0.4168177768378918,5.480554622808361,5.23094035960971,1.469695692321036e-4,0.01117239510842962,0.6600064672353199
Pld4,12,-0.41219396197769687,7.199811340843018,-5.231255999299194,1.4688742592152868e-4,0.01117239510842962,0.6593103189135716
Cr2,1,0.6252151473837664,5.560075593865873,5.221319811790612,1.4949638236802005e-4,0.011179656840102326,0.6373024244103895
Ahsa1,12,-0.4566237472366206,5.832610332742254,-5.224938815449958,1.4854058471732028e-4,0.01117239510842962,0.6188754624668551
Star,8,0.5018132038758045,5.37670137393307,5.199060187429662,1.5551805849740014e-4,0.011501462602465184,0.6159537185101733
Mrps24,11,-0.4114102538819351,6.570503700234863,-5.231328940805278,1.4686845015072285e-4,0.01117239510842962,0.6113589068385741
1500011B03Rik,5,-0.4427982797351664,5.1723078196121275,-5.1706123233543595,1.6358403064713255e-4,0.011836409914824412,0.592159992145481
