symbol,chromosome_name,logFC,AveExpr,t,P.Value,adj.P.Val,B,Overlap_Ly_et_al
Apol10a,15,0.8610199339418445,5.295226687700985,3.949824310938365,6.522597104952603e-4,0.04068767507950726,-0.3152567186829405,FALSE
Pld4,12,-0.5173441122940723,6.8563806976263,-4.04932306172765,5.102804061272292e-4,0.03410249103926922,-0.3429296885527515,FALSE
Bag1,4,-0.5394873752877052,6.616433730120733,-4.034525636536407,5.292697537804563e-4,0.03452778103670061,-0.3432759409575237,FALSE
Gm5547,3,-1.396879028775973,3.763331430799047,-3.9563894882927104,6.417898100668872e-4,0.04032893909435013,-0.35243914400825904,FALSE
Hebp1,6,0.5107138981573662,7.071885233024628,4.050806502575094,5.08414447273353e-4,0.03410249103926922,-0.3559984869844861,FALSE
B4galt1,4,0.7359000680276564,5.6733608925083425,3.941514038783213,6.657556045839728e-4,0.04122860432445385,-0.3810909681717458,FALSE
Ccl5,11,-0.40607457299574534,8.549847239850692,-4.117748598210505,4.309060643926328e-4,0.030945573330247392,-0.4267430474701195,FALSE
Ostc,3,-0.6771866363223076,5.637702735340406,-3.890541105936948,7.547985007207695e-4,0.04538782983385775,-0.5240868481672258,FALSE
Susd3,13,-1.4837397122210074,3.5522485111353896,-3.888032159396253,7.594733988113338e-4,0.04538782983385775,-0.5276875572117108,FALSE
Trabd,15,-0.729346665787137,5.358782135911491,-3.8419928081540684,8.505237745861876e-4,0.04813626607691098,-0.5940529228976734,FALSE
Selenop,15,0.5115332709992861,7.836528602369696,3.99804880269263,5.791286055970615e-4,0.03666098565505546,-0.6067110116279233,FALSE
Mrm1,11,0.8260612166315546,5.194744202707095,3.8147068724199524,9.094930518891482e-4,0.04941253505876592,-0.614595497684367,FALSE
Mt2,8,0.6690207273217155,6.323071799036502,3.8602851730578656,8.131229650105913e-4,0.047595540130003514,-0.678100626007593,FALSE
Laptm4a,12,0.5049553129090292,6.890030284502557,3.9002089139941982,7.370492817730572e-4,0.04467250469526629,-0.6823684260392637,FALSE
Mkrn1,6,-0.30386753938887523,9.604418477043382,-4.094849376254726,4.559989217041148e-4,0.03194235069576529,-0.6849856210423466,FALSE
Slc38a10,11,-0.632216723240191,5.878934073243238,-3.8337634714877074,8.67899243701295e-4,0.04816277231604719,-0.693671214092773,FALSE
Jund,8,-0.5035704486891435,7.115216410981863,-3.901061390794332,7.355041708577838e-4,0.04467250469526629,-0.7333254730297911,FALSE
Usp32,11,0.5486803115441052,6.479706441383371,3.843801041688588,8.46752166620396e-4,0.04813626607691098,-0.7458746272839161,FALSE
Rhoa,9,0.449787559485781,7.499645932693994,3.9114421448086,7.169443341324804e-4,0.04407918186687898,-0.7631407631655618,FALSE
