symbol,chromosome_name,logFC,AveExpr,t,P.Value,adj.P.Val,B,Overlap_Ly_et_al
Skap1,11,0.636019306201399,4.160106285729446,5.642336310876476,7.75509851388359e-5,0.011859826539055623,1.5935062027073617,FALSE
Slfn2,11,0.4843206546110803,5.888382072149324,5.76934316152315,6.264199845171748e-5,0.01036793526449827,1.5929743257137634,FALSE
Fam214a,9,-0.5656149342741674,4.772851759254216,-5.698802939581683,7.050875671317603e-5,0.011177357664811894,1.5896510029051907,FALSE
Gpr137b,13,0.5074445331679467,5.395888486975936,5.74295378638872,6.547127673462896e-5,0.010638264078418024,1.5806525534432518,FALSE
Dtx1,5,0.5348504531572527,5.518229051829235,5.732715948024562,6.660473914108088e-5,0.010688827211048276,1.5534862990582088,FALSE
Plcd3,11,-1.9231725573208278,1.0135668109500051,-5.579473866856042,8.626635953934754e-5,0.01274291372331794,1.5304548725874811,TRUE
Snhg9,17,0.799231662045103,5.482508636082085,5.687487903902538,7.186415732135028e-5,0.011254966036388342,1.483556197080155,FALSE
Cd4,6,0.7002195838181735,3.8087936251208268,5.52947448700448,9.392938068938494e-5,0.013338566632635974,1.4625215226020671,FALSE
Cxcl13,5,0.6871496750214199,5.19021471413947,5.658340106132208,7.548313152274407e-5,0.011681014603144644,1.4619264910364311,FALSE
Sirpb1b,3,-3.6469139581630747,0.266032364305425,-6.247167991452325,2.8627006100282045e-5,0.007437304526585947,1.4502635930548786,FALSE
Dnajb3,1,-0.7758429391573292,3.5670970937277087,-5.487967903007662,1.0083191918502814e-4,0.013848067156675366,1.442773387197831,FALSE
Agpat1,17,0.7989836947381135,3.463508918568406,5.473642719824994,1.0333583461785603e-4,0.013848067156675366,1.4320791276266887,FALSE
Ugt8a,3,-3.7165121953750315,0.18469956959303857,-6.28004515539676,2.7157007138597247e-5,0.007354456995721367,1.3786301826064253,FALSE
Gm49975,18,-4.732832270016409,-2.190232975123624,-7.270890743796611,5.938621068359151e-6,0.0023325421402411247,1.3650233508706329,FALSE
Maf,8,0.48559676018833375,5.610214929937483,5.614685059575258,8.126502207070295e-5,0.012142115194219169,1.3406251317684035,FALSE
Srp54a,12,-0.7054962457705543,4.021233415783533,-5.427138396112963,1.1192289282620144e-4,0.014665384860186832,1.2511751638663524,FALSE
Supt16,14,0.4777085099541223,5.885411000847071,5.559393493650695,8.926206478024509e-5,0.013037276180656246,1.2280765700108471,FALSE
Nenf,1,-0.4851471315597724,5.978777405707596,-5.549367823838447,9.079836993208925e-5,0.013114311230524759,1.2090552459830928,FALSE
Cr2,1,0.6488431534059416,5.580356533838506,5.516567186229901,9.602120363350818e-5,0.013421286301419063,1.1730746336437594,FALSE
Pet100,8,0.5029629020956223,6.364263775653018,5.526524205951047,9.440327180571656e-5,0.013338566632635974,1.1555006477299994,FALSE
Star,8,0.5479637036666105,5.458536218851146,5.480882357131966,1.0206237116073457e-4,0.013848067156675366,1.1195733828842052,FALSE
Sap18,14,-0.501547339433003,5.407640981086716,-5.476063821853984,1.0290811721802283e-4,0.013848067156675366,1.1145035269101058,FALSE
Fmr1nb,X,5.004070632778894,-2.102289422474246,6.747998723708835,1.3031251741324909e-5,0.004131542472816646,1.0704482816038272,FALSE
Rbmxl1,8,-0.4979643511788172,5.956205385465376,-5.460488550657865,1.0569243875716925e-4,0.014019347055147378,1.0532988694494758,FALSE
Rnps1,17,-0.4977016313889857,6.755854097272041,-5.422500474641018,1.1281933118075875e-4,0.014665384860186832,0.9833192234625265,FALSE
Ypel3,7,-0.5640508685277208,7.83216056422598,-5.359645162269302,1.2573739823480004e-4,0.016182776630239266,0.9819395548178846,FALSE
Stoml1,9,-0.5639311806329177,4.725536961424602,-5.338654299592012,1.3038872615978012e-4,0.016616892660303743,0.9669460137207615,FALSE
Hsp90b1,10,-0.6283005697601531,8.555228339152158,-5.288709261215337,1.421941118007372e-4,0.01742065161023407,0.9463136045312028,FALSE
Ptafr,4,0.7427445684307852,3.3025274937625504,5.176287647770406,1.730417134784421e-4,0.020083653870591685,0.9432121376909341,FALSE
Coq7,7,-0.6098250550720508,4.311538306493178,-5.278521156812822,1.447365469578644e-4,0.01742065161023407,0.9334418896385106,FALSE
Tg,15,-1.5579921852464171,2.085514180320531,-5.072624347161626,2.076996874914479e-4,0.023075967843601122,0.9256563849400798,FALSE
Nuggc,14,-1.1627477978724416,2.258163397003852,-5.04984936634337,2.1624138165498918e-4,0.02311973092594044,0.8742611007899006,FALSE
Gp9,6,-0.6289989031958951,3.9856716550617106,-5.209015737659428,1.6339931413060968e-4,0.01930934258530723,0.8719127596951886,FALSE
Gdf3,6,0.9380480659111683,2.823750699393588,5.079079354283033,2.0534329913436062e-4,0.023010840909030637,0.8544890171999411,FALSE
Ifngr2,16,0.5311236854747516,4.764912991766247,5.278892221219785,1.4464311922136348e-4,0.01742065161023407,0.8530995186463599,FALSE
Dctn6,8,-0.45347821396285415,5.639633786337549,-5.321901166416513,1.3423001592108324e-4,0.016777461316905395,0.8210084189817088,FALSE
Pla2g2d,4,0.501124699343789,6.190640390301107,5.327634666276468,1.32902245281315e-4,0.016772779479726347,0.8070680417141549,FALSE
Snrpd1,18,-0.5271642818723983,7.596566146531298,-5.27258691118764,1.4623928989054342e-4,0.01744004155309334,0.7975074327039229,FALSE
Serpina3n,12,0.8631597093508452,3.1087944331404933,5.058969187207769,2.1277787007051115e-4,0.02311973092594044,0.773219899873264,FALSE
Lpcat2,8,0.5799336689575698,4.179953553919665,5.1657001781038145,1.7628671694855825e-4,0.020279212686852288,0.7537270884913356,FALSE
Hnrnpa0,13,0.4443259786579219,6.901326700944041,5.284317550601917,1.4328428813575422e-4,0.01742065161023407,0.7436063960641528,FALSE
Fgfbp3,19,-1.4626921638078487,1.3522744067766972,-4.960299829866428,2.5354174372471455e-4,0.02436476911503785,0.716294453858282,FALSE
Gm12999,4,-0.6360414253150126,3.7864189882704533,-5.086654876441926,2.0261338535872473e-4,0.022902359967635327,0.6928689835781734,FALSE
Nectin1,9,0.9343490492754354,2.463027046355289,4.957365137817888,2.5487200547186234e-4,0.02436476911503785,0.6896101876155916,FALSE
Nhlrc4,17,-1.3476784887912419,1.6148989200682073,-4.925443230253178,2.6982028040187445e-4,0.025233049100316304,0.680675107211461,FALSE
Tatdn2,6,0.7686708065742804,3.2318533175582176,5.016685006212368,2.293400376156534e-4,0.02347394605484944,0.6754108055696664,FALSE
Klf11,12,-0.7068975706652583,3.852640591370054,-5.062567045603324,2.1142743584006172e-4,0.02311973092594044,0.6388208749922404,FALSE
Oard1,17,-0.44045063241148164,5.729772605208202,-5.193599129624463,1.67869507108721e-4,0.019658880386542923,0.586680210397895,FALSE
Ckap4,10,-0.6828518699115693,4.023385134534926,-5.021589183482671,2.2735211255054923e-4,0.023455159611464996,0.5318131860088924,FALSE
A530032D15Rik,1,-0.7280088591611018,3.377764784938587,-4.9397635396552335,2.630046049353348e-4,0.024773890286626212,0.514582739466948,FALSE
Prrc2c,1,0.5061209028890898,5.11413276377097,5.104619797345298,1.9628978898157334e-4,0.022382201464662035,0.4828535312835269,FALSE
a,2,-1.3090551529600465,1.5809940695483409,-4.800543766015035,3.376567330885143e-4,0.028317418538178044,0.4749398253247943,FALSE
Nags,11,-1.8019550612681343,0.7388312516665169,-4.887156992430665,2.8896036730445e-4,0.02590479872131411,0.46195617812111944,FALSE
Ino80c,18,-0.5124356387253686,4.654528283874383,-5.047907362345947,2.1698647380296435e-4,0.02311973092594044,0.45808183487688936,FALSE
Lsm14b,2,0.6198444034849238,4.151723633156997,4.98503224617244,2.4261404546296677e-4,0.024045707317737423,0.43534591337045914,FALSE
Midn,10,0.5604931258224104,4.765839022098814,5.023116410180789,2.267367194357413e-4,0.023455159611464996,0.39358110729645635,FALSE
Cd3e,9,0.564597574138129,5.145672191235131,5.038082284577388,2.2079731474135563e-4,0.023311232631209513,0.3605634252217227,FALSE
Rnaset2a,17,0.5429093559036913,4.745978302536595,4.98142869565577,2.4417519547206243e-4,0.024045707317737423,0.3213667196531711,FALSE
Cnpy2,10,-0.44951039180004937,5.785318061702415,-5.048429095908057,2.1678603679725042e-4,0.02311973092594044,0.3213628646872948,FALSE
Ackr2,9,-1.0470403466100136,2.1266379102734576,-4.71589529261793,3.935318583233846e-4,0.030449527537771883,0.3109456958757404,FALSE
Madcam1,10,0.7382461379916698,3.495793817793165,4.833690418482769,3.18083649859152e-4,0.02738257857297428,0.2969438714603463,FALSE
